# Solver information
# Time          	U_solver        	Ux_initial      	Ux_final        	Ux_iters        	Uy_initial      	Uy_final        	Uy_iters        	Uz_initial      	Uz_final        	Uz_iters        	U_converged     	k_solver        	k_initial       	k_final         	k_iters         	k_converged     	p_solver        	p_initial       	p_final         	p_iters         	p_converged     	epsilon_solver  	epsilon_initial 	epsilon_final   	epsilon_iters   	epsilon_converged
88              	smoothSolver	1.32990120e-03	5.79011880e-05	1	1.42044540e-03	6.24487950e-05	1	3.26191480e-03	1.38171640e-04	1	false	smoothSolver	4.10511380e-03	1.43992680e-04	1	true	GAMG	6.77855250e-03	3.41325000e-04	2	true	smoothSolver	5.40459280e-04	1.82703360e-05	1	true
89              	smoothSolver	1.31965960e-03	5.74247490e-05	1	1.40952160e-03	6.19912440e-05	1	3.23717760e-03	1.37204200e-04	1	false	smoothSolver	4.06479870e-03	1.42538780e-04	1	true	GAMG	6.73605590e-03	3.39933470e-04	2	true	smoothSolver	5.38571710e-04	1.82318820e-05	1	true
90              	smoothSolver	1.30973770e-03	5.69561950e-05	1	1.39900360e-03	6.15407680e-05	1	3.21283730e-03	1.36241480e-04	1	false	smoothSolver	4.02471410e-03	1.41076010e-04	1	true	GAMG	6.68584370e-03	3.37832970e-04	2	true	smoothSolver	5.36772590e-04	1.81795710e-05	1	true
91              	smoothSolver	1.30005300e-03	5.64949850e-05	1	1.38864120e-03	6.10943410e-05	1	3.18901000e-03	1.35288000e-04	1	false	smoothSolver	3.98610330e-03	1.39722210e-04	1	true	GAMG	6.63564990e-03	3.34848190e-04	2	true	smoothSolver	5.34953360e-04	1.81113850e-05	1	true
92              	smoothSolver	1.29042790e-03	5.60412920e-05	1	1.37837940e-03	6.06534290e-05	1	3.16559680e-03	1.34347350e-04	1	false	smoothSolver	3.94820800e-03	1.38569770e-04	1	true	GAMG	6.59208630e-03	3.31661630e-04	2	true	smoothSolver	5.33160110e-04	1.80609420e-05	1	true
93              	smoothSolver	1.28094660e-03	5.55976440e-05	1	1.36830040e-03	6.02168950e-05	1	3.14259050e-03	1.33429880e-04	1	false	smoothSolver	3.91139680e-03	1.37136730e-04	1	true	GAMG	6.55367120e-03	3.28691500e-04	2	true	smoothSolver	5.31400780e-04	1.80127730e-05	1	true
94              	smoothSolver	1.27166480e-03	5.51646490e-05	1	1.35835130e-03	5.97859710e-05	1	3.11987280e-03	1.32544070e-04	1	false	smoothSolver	3.87471640e-03	1.35856220e-04	1	true	GAMG	6.52222340e-03	3.27150250e-04	2	true	smoothSolver	5.29672830e-04	1.79618550e-05	1	true
95              	smoothSolver	1.26240630e-03	5.47414160e-05	1	1.34842390e-03	5.93557110e-05	1	3.09768000e-03	1.31690420e-04	1	false	smoothSolver	3.83950360e-03	1.34622320e-04	1	true	GAMG	6.49355330e-03	3.25664690e-04	2	true	smoothSolver	5.27928940e-04	1.79102720e-05	1	true
96              	smoothSolver	1.25310400e-03	5.43300430e-05	1	1.33845010e-03	5.89262260e-05	1	3.07611510e-03	1.30861670e-04	1	false	smoothSolver	3.80504830e-03	1.33536390e-04	1	true	GAMG	6.46923560e-03	3.25204300e-04	2	true	smoothSolver	5.26248010e-04	1.78450500e-05	1	true
97              	smoothSolver	1.24376350e-03	5.39300010e-05	1	1.32848370e-03	5.84987080e-05	1	3.05517700e-03	1.30061500e-04	1	false	smoothSolver	3.77122670e-03	1.32184580e-04	1	true	GAMG	6.44530260e-03	3.24322410e-04	2	true	smoothSolver	5.24544310e-04	1.77932840e-05	1	true
98              	smoothSolver	1.23457750e-03	5.35392480e-05	1	1.31873870e-03	5.80775660e-05	1	3.03476920e-03	1.29293730e-04	1	false	smoothSolver	3.73770120e-03	1.31072150e-04	1	true	GAMG	6.41622350e-03	3.22598490e-04	2	true	smoothSolver	5.22870170e-04	1.77456370e-05	1	true
99              	smoothSolver	1.22565200e-03	5.31573890e-05	1	1.30919860e-03	5.76625460e-05	1	3.01491600e-03	1.28549310e-04	1	false	smoothSolver	3.70538790e-03	1.29878080e-04	1	true	GAMG	6.37681990e-03	3.20524160e-04	2	true	smoothSolver	5.21188790e-04	1.77029110e-05	1	true
100             	smoothSolver	1.21685830e-03	5.27844130e-05	1	1.29983920e-03	5.72513600e-05	1	2.99558630e-03	1.27821440e-04	1	false	smoothSolver	3.67330860e-03	1.28861140e-04	1	true	GAMG	6.33505520e-03	3.18520000e-04	2	true	smoothSolver	5.19531120e-04	1.76357440e-05	1	true
101             	smoothSolver	1.20827180e-03	5.24196530e-05	1	1.29064760e-03	5.68466210e-05	1	2.97670910e-03	1.27103820e-04	1	false	smoothSolver	3.64231820e-03	1.27719270e-04	1	true	GAMG	6.30040670e-03	3.16645580e-04	2	true	smoothSolver	5.17890130e-04	1.75821100e-05	1	true
102             	smoothSolver	1.19974590e-03	5.20612600e-05	1	1.28150160e-03	5.64440670e-05	1	2.95809380e-03	1.26397620e-04	1	false	smoothSolver	3.61177310e-03	1.26567760e-04	1	true	GAMG	6.27647620e-03	3.15311680e-04	2	true	smoothSolver	5.16255810e-04	1.75325820e-05	1	true
103             	smoothSolver	1.19118340e-03	5.17141430e-05	1	1.27231490e-03	5.60434050e-05	1	2.93982060e-03	1.25700860e-04	1	false	smoothSolver	3.58189100e-03	1.25577010e-04	1	true	GAMG	6.26098340e-03	3.14505310e-04	2	true	smoothSolver	5.14626210e-04	1.74863450e-05	1	true
104             	smoothSolver	1.18268140e-03	5.13738470e-05	1	1.26325780e-03	5.56435680e-05	1	2.92190120e-03	1.25020740e-04	1	false	smoothSolver	3.55229820e-03	1.24607420e-04	1	true	GAMG	6.24664730e-03	3.13718540e-04	2	true	smoothSolver	5.12992600e-04	1.74253460e-05	1	true
105             	smoothSolver	1.17427580e-03	5.10421930e-05	1	1.25428870e-03	5.52475490e-05	1	2.90434540e-03	1.24355080e-04	1	false	smoothSolver	3.52356880e-03	1.23492700e-04	1	true	GAMG	6.22675780e-03	3.12556850e-04	2	true	smoothSolver	5.11356200e-04	1.73765300e-05	1	true
106             	smoothSolver	1.16601770e-03	5.07182640e-05	1	1.24548530e-03	5.48553180e-05	1	2.88714610e-03	1.23700670e-04	1	false	smoothSolver	3.49505940e-03	1.22532180e-04	1	true	GAMG	6.20242750e-03	3.10979760e-04	2	true	smoothSolver	5.09725820e-04	1.73325350e-05	1	true
107             	smoothSolver	1.15796510e-03	5.04032170e-05	1	1.23689770e-03	5.44677840e-05	1	2.87036400e-03	1.23062000e-04	1	false	smoothSolver	3.46729760e-03	1.21578260e-04	1	true	GAMG	6.17343230e-03	3.09323920e-04	2	true	smoothSolver	5.08118840e-04	1.72774340e-05	1	true
108             	smoothSolver	1.15003460e-03	5.00972760e-05	1	1.22841280e-03	5.40844390e-05	1	2.85395020e-03	1.22438170e-04	1	false	smoothSolver	3.43969050e-03	1.20509910e-04	1	true	GAMG	6.14169610e-03	3.07953200e-04	2	true	smoothSolver	5.06526680e-04	1.72342020e-05	1	true
109             	smoothSolver	1.14217320e-03	4.97980430e-05	1	1.21995680e-03	5.37040550e-05	1	2.83798670e-03	1.21828570e-04	1	false	smoothSolver	3.41323060e-03	1.19637270e-04	1	true	GAMG	6.10698280e-03	3.06959020e-04	2	true	smoothSolver	5.04929990e-04	1.71923550e-05	1	true
110             	smoothSolver	1.13431430e-03	4.95037690e-05	1	1.21152910e-03	5.33265380e-05	1	2.82249950e-03	1.21239290e-04	1	false	smoothSolver	3.38646590e-03	1.18734330e-04	1	true	GAMG	6.08058580e-03	3.06429490e-04	2	true	smoothSolver	5.03344910e-04	1.71328550e-05	1	true
111             	smoothSolver	1.12653720e-03	4.92146930e-05	1	1.20324260e-03	5.29519640e-05	1	2.80735570e-03	1.20664370e-04	1	false	smoothSolver	3.36067580e-03	1.17834240e-04	1	true	GAMG	6.06106350e-03	3.06391380e-04	2	true	smoothSolver	5.01751380e-04	1.70866850e-05	1	true
112             	smoothSolver	1.11882830e-03	4.89305060e-05	1	1.19500370e-03	5.25816960e-05	1	2.79253150e-03	1.20103030e-04	1	false	smoothSolver	3.33499950e-03	1.17024150e-04	1	true	GAMG	6.03912130e-03	3.05774620e-04	2	true	smoothSolver	5.00190770e-04	1.70387820e-05	1	true
113             	smoothSolver	1.11123730e-03	4.86524960e-05	1	1.18683660e-03	5.22172780e-05	1	2.77803220e-03	1.19554110e-04	1	false	smoothSolver	3.30974000e-03	1.16099310e-04	1	true	GAMG	6.02146520e-03	3.04825300e-04	2	true	smoothSolver	4.98614490e-04	1.69892590e-05	1	true
114             	smoothSolver	1.10374190e-03	4.83798480e-05	1	1.17884010e-03	5.18604180e-05	1	2.76380140e-03	1.19016470e-04	1	false	smoothSolver	3.28488900e-03	1.15273670e-04	1	true	GAMG	5.99631890e-03	3.03761790e-04	2	true	smoothSolver	4.97048600e-04	1.69339370e-05	1	true
115             	smoothSolver	1.09635960e-03	4.81120980e-05	1	1.17096620e-03	5.15093560e-05	1	2.74982900e-03	1.18487650e-04	1	false	smoothSolver	3.26081930e-03	1.14482050e-04	1	true	GAMG	5.96435470e-03	3.02441640e-04	2	true	smoothSolver	4.95496300e-04	1.68771580e-05	1	true
116             	smoothSolver	1.08915570e-03	4.78476300e-05	1	1.16325620e-03	5.11608940e-05	1	2.73615490e-03	1.17961540e-04	1	false	smoothSolver	3.23691540e-03	1.13653320e-04	1	true	GAMG	5.92955700e-03	3.01325580e-04	2	true	smoothSolver	4.93921750e-04	1.68359010e-05	1	true
117             	smoothSolver	1.08204280e-03	4.75861530e-05	1	1.15562200e-03	5.08154520e-05	1	2.72271340e-03	1.17446240e-04	1	false	smoothSolver	3.21400710e-03	1.12912340e-04	1	true	GAMG	5.89110770e-03	3.00465380e-04	2	true	smoothSolver	4.92359290e-04	1.67883140e-05	1	true
118             	smoothSolver	1.07495140e-03	4.73284520e-05	1	1.14805300e-03	5.04742190e-05	1	2.70952240e-03	1.16936580e-04	1	false	smoothSolver	3.19142260e-03	1.12155250e-04	1	true	GAMG	5.85864340e-03	2.99914490e-04	2	true	smoothSolver	4.90798260e-04	1.67382300e-05	1	true
119             	smoothSolver	1.06792140e-03	4.70717320e-05	1	1.14051260e-03	5.01385890e-05	1	2.69661560e-03	1.16435910e-04	1	false	smoothSolver	3.16892580e-03	1.11304370e-04	1	true	GAMG	5.83017860e-03	2.99453650e-04	2	true	smoothSolver	4.89211170e-04	1.66822240e-05	1	true
120             	smoothSolver	1.06101890e-03	4.68180180e-05	1	1.13311510e-03	4.98077950e-05	1	2.68395070e-03	1.15945270e-04	1	false	smoothSolver	3.14688630e-03	1.10579100e-04	1	true	GAMG	5.80767310e-03	2.99068830e-04	2	true	smoothSolver	4.87649840e-04	1.66350350e-05	1	true
121             	smoothSolver	1.05420820e-03	4.65654480e-05	1	1.12585360e-03	4.94857290e-05	1	2.67146030e-03	1.15461690e-04	1	false	smoothSolver	3.12569330e-03	1.09880410e-04	1	true	GAMG	5.78087210e-03	2.98390330e-04	2	true	smoothSolver	4.86060100e-04	1.65786330e-05	1	true
122             	smoothSolver	1.04747900e-03	4.63147550e-05	1	1.11865940e-03	4.91695820e-05	1	2.65912850e-03	1.14985530e-04	1	false	smoothSolver	3.10458750e-03	1.09152380e-04	1	true	GAMG	5.75256260e-03	2.97218590e-04	2	true	smoothSolver	4.84463630e-04	1.65322660e-05	1	true
123             	smoothSolver	1.04083850e-03	4.60638970e-05	1	1.11154290e-03	4.88580390e-05	1	2.64696990e-03	1.14513540e-04	1	false	smoothSolver	3.08392030e-03	1.08478770e-04	1	true	GAMG	5.72022640e-03	2.95851370e-04	2	true	smoothSolver	4.82902830e-04	1.64880030e-05	1	true
124             	smoothSolver	1.03426030e-03	4.58140410e-05	1	1.10452470e-03	4.85515040e-05	1	2.63498640e-03	1.14046470e-04	1	false	smoothSolver	3.06361840e-03	1.07817040e-04	1	true	GAMG	5.68658630e-03	2.94431960e-04	2	true	smoothSolver	4.81288070e-04	1.64282320e-05	1	true
125             	smoothSolver	1.02773490e-03	4.55652180e-05	1	1.09757810e-03	4.82531580e-05	1	2.62328340e-03	1.13583700e-04	1	false	smoothSolver	3.04381150e-03	1.07129140e-04	1	true	GAMG	5.65242770e-03	2.93325870e-04	2	true	smoothSolver	4.79698880e-04	1.63916510e-05	1	true
126             	smoothSolver	1.02132110e-03	4.53166180e-05	1	1.09072930e-03	4.79630970e-05	1	2.61181670e-03	1.13123820e-04	1	false	smoothSolver	3.02422910e-03	1.06420490e-04	1	true	GAMG	5.62029550e-03	2.92665470e-04	2	true	smoothSolver	4.78135290e-04	1.63381470e-05	1	true
127             	smoothSolver	1.01507100e-03	4.50685990e-05	1	1.08406580e-03	4.76787290e-05	1	2.60058990e-03	1.12670630e-04	1	false	smoothSolver	3.00508770e-03	1.05784600e-04	1	true	GAMG	5.59257340e-03	2.92438270e-04	2	true	smoothSolver	4.76537680e-04	1.62849210e-05	1	true
128             	smoothSolver	1.00891890e-03	4.48194670e-05	1	1.07749810e-03	4.74016380e-05	1	2.58951080e-03	1.12220680e-04	1	false	smoothSolver	2.98590980e-03	1.05095940e-04	1	true	GAMG	5.56916550e-03	2.92182670e-04	2	true	smoothSolver	4.74965120e-04	1.62497500e-05	1	true
129             	smoothSolver	1.00282280e-03	4.45699010e-05	1	1.07098030e-03	4.71310820e-05	1	2.57852250e-03	1.11774570e-04	1	false	smoothSolver	2.96723860e-03	1.04542570e-04	1	true	GAMG	5.54389510e-03	2.92037830e-04	2	true	smoothSolver	4.73357770e-04	1.61886640e-05	1	true
130             	smoothSolver	9.96787860e-04	4.43193120e-05	1	1.06453220e-03	4.68657500e-05	1	2.56767010e-03	1.11328870e-04	1	false	smoothSolver	2.94900510e-03	1.03950640e-04	1	true	GAMG	5.51277680e-03	2.91404770e-04	2	true	smoothSolver	4.71769780e-04	1.61429920e-05	1	true
131             	smoothSolver	9.90779050e-04	4.40679530e-05	1	1.05815420e-03	4.66078970e-05	1	2.55694860e-03	1.10888860e-04	1	false	smoothSolver	2.93089910e-03	1.03264370e-04	1	true	GAMG	5.47852210e-03	2.99519190e-04	2	true	smoothSolver	4.70191420e-04	1.60939740e-05	1	true
132             	smoothSolver	9.84833730e-04	4.38181450e-05	1	1.05185830e-03	4.63581060e-05	1	2.54644050e-03	1.10460560e-04	1	false	smoothSolver	2.91273440e-03	1.02686670e-04	1	true	GAMG	5.44502240e-03	2.99016930e-04	2	true	smoothSolver	4.68566280e-04	1.60416440e-05	1	true
133             	smoothSolver	9.79026500e-04	4.35670750e-05	1	1.04568290e-03	4.61132320e-05	1	2.53609240e-03	1.10038360e-04	1	false	smoothSolver	2.89539620e-03	1.02097080e-04	1	true	GAMG	5.41074790e-03	2.98468300e-04	2	true	smoothSolver	4.66964970e-04	1.59929740e-05	1	true
134             	smoothSolver	9.73298700e-04	4.33155680e-05	1	1.03959680e-03	4.58746060e-05	1	2.52583890e-03	1.09623690e-04	1	false	smoothSolver	2.87800020e-03	1.01467740e-04	1	true	GAMG	5.37655120e-03	2.97891080e-04	2	true	smoothSolver	4.65362780e-04	1.59396870e-05	1	true
135             	smoothSolver	9.67600270e-04	4.30636140e-05	1	1.03353890e-03	4.56400080e-05	1	2.51561760e-03	1.09215640e-04	1	false	smoothSolver	2.86057850e-03	1.00903640e-04	1	true	GAMG	5.34548750e-03	2.97217420e-04	2	true	smoothSolver	4.63718180e-04	1.58974710e-05	1	true
136             	smoothSolver	9.61963660e-04	4.28114050e-05	1	1.02753210e-03	4.54096070e-05	1	2.50542200e-03	1.08813350e-04	1	false	smoothSolver	2.84364420e-03	1.00448150e-04	1	true	GAMG	5.31758180e-03	2.96486790e-04	2	true	smoothSolver	4.62112860e-04	1.58427830e-05	1	true
137             	smoothSolver	9.56396420e-04	4.25586290e-05	1	1.02162290e-03	4.51833460e-05	1	2.49522500e-03	1.08417320e-04	1	false	smoothSolver	2.82692520e-03	9.97722010e-05	1	true	GAMG	5.29412450e-03	2.97349220e-04	2	true	smoothSolver	4.60504900e-04	1.57863380e-05	1	true
138             	smoothSolver	9.50915790e-04	4.23070550e-05	1	1.01584860e-03	4.49621580e-05	1	2.48510500e-03	1.08025390e-04	1	false	smoothSolver	2.81032590e-03	9.92391580e-05	1	true	GAMG	5.27034680e-03	2.97760240e-04	2	true	smoothSolver	4.58892350e-04	1.57431750e-05	1	true
139             	smoothSolver	9.45549710e-04	4.20563690e-05	1	1.01018230e-03	4.47461250e-05	1	2.47501960e-03	1.07642790e-04	1	false	smoothSolver	2.79394490e-03	9.87550240e-05	1	true	GAMG	5.24107050e-03	2.96463010e-04	2	true	smoothSolver	4.57304520e-04	1.56880090e-05	1	true
140             	smoothSolver	9.40360590e-04	4.18069010e-05	1	1.00467580e-03	4.45345520e-05	1	2.46505790e-03	1.07262530e-04	1	false	smoothSolver	2.77760740e-03	9.81725590e-05	1	true	GAMG	5.20757280e-03	2.95407170e-04	2	true	smoothSolver	4.55750630e-04	1.56444340e-05	1	true
141             	smoothSolver	9.35214810e-04	4.15596360e-05	1	9.99219120e-04	4.43275350e-05	1	2.45521160e-03	1.06883990e-04	1	false	smoothSolver	2.76183540e-03	9.76234350e-05	1	true	GAMG	5.17533450e-03	2.94349410e-04	2	true	smoothSolver	4.54172940e-04	1.55866220e-05	1	true
142             	smoothSolver	9.30121820e-04	4.13133970e-05	1	9.93818670e-04	4.41246760e-05	1	2.44540830e-03	1.06511940e-04	1	false	smoothSolver	2.74601920e-03	9.71521330e-05	1	true	GAMG	5.14470990e-03	2.93174110e-04	2	true	smoothSolver	4.52573610e-04	1.55297180e-05	1	true
143             	smoothSolver	9.25081880e-04	4.10683500e-05	1	9.88475370e-04	4.39242080e-05	1	2.43562160e-03	1.06140180e-04	1	false	smoothSolver	2.73052830e-03	9.65592440e-05	1	true	GAMG	5.11546620e-03	2.92015170e-04	2	true	smoothSolver	4.50971420e-04	1.54883420e-05	1	true
144             	smoothSolver	9.20062800e-04	4.08248540e-05	1	9.83173990e-04	4.37271340e-05	1	2.42584070e-03	1.05770090e-04	1	false	smoothSolver	2.71527390e-03	9.60711420e-05	1	true	GAMG	5.09319900e-03	2.90944760e-04	2	true	smoothSolver	4.49374310e-04	1.54297660e-05	1	true
145             	smoothSolver	9.15098840e-04	4.05840050e-05	1	9.77930850e-04	4.35337540e-05	1	2.41614280e-03	1.05394140e-04	1	false	smoothSolver	2.70033080e-03	9.55721820e-05	1	true	GAMG	5.07509250e-03	2.90060600e-04	2	true	smoothSolver	4.47809740e-04	1.53802030e-05	1	true
146             	smoothSolver	9.10251000e-04	4.03462700e-05	1	9.72788350e-04	4.33441560e-05	1	2.40648390e-03	1.05018300e-04	1	false	smoothSolver	2.68554680e-03	9.50283800e-05	1	true	GAMG	5.05430430e-03	2.89151990e-04	2	true	smoothSolver	4.46255340e-04	1.53273750e-05	1	true
147             	smoothSolver	9.05487730e-04	4.01125370e-05	1	9.67745470e-04	4.31577060e-05	1	2.39684810e-03	1.04641920e-04	1	false	smoothSolver	2.67098330e-03	9.45200220e-05	1	true	GAMG	5.02838070e-03	2.88187990e-04	2	true	smoothSolver	4.44716660e-04	1.52719760e-05	1	true
148             	smoothSolver	9.00771450e-04	3.98831150e-05	1	9.62744180e-04	4.29728160e-05	1	2.38723480e-03	1.04263450e-04	1	false	smoothSolver	2.65654740e-03	9.40659850e-05	1	true	GAMG	5.00033510e-03	2.87248360e-04	2	true	smoothSolver	4.43190670e-04	1.52268460e-05	1	true
149             	smoothSolver	8.96103170e-04	3.96579320e-05	1	9.57803050e-04	4.27891830e-05	1	2.37760850e-03	1.03885100e-04	1	false	smoothSolver	2.64252280e-03	9.35200060e-05	1	true	GAMG	4.96997260e-03	2.86305800e-04	2	true	smoothSolver	4.41673610e-04	1.51731630e-05	1	true
150             	smoothSolver	8.91459040e-04	3.94361010e-05	1	9.52903420e-04	4.26059160e-05	1	2.36809970e-03	1.03505860e-04	1	false	smoothSolver	2.62806630e-03	9.30247140e-05	1	true	GAMG	4.94272690e-03	2.85717440e-04	2	true	smoothSolver	4.40150290e-04	1.51095870e-05	1	true
151             	smoothSolver	8.86863490e-04	3.92184890e-05	1	9.48084410e-04	4.24235450e-05	1	2.35857270e-03	1.03123320e-04	1	false	smoothSolver	2.61445190e-03	9.25681120e-05	1	true	GAMG	4.91486240e-03	2.84491260e-04	2	true	smoothSolver	4.38627470e-04	1.50638210e-05	1	true
152             	smoothSolver	8.82361840e-04	3.90055300e-05	1	9.43337250e-04	4.22432600e-05	1	2.34901270e-03	1.02738500e-04	1	false	smoothSolver	2.60067140e-03	9.20712100e-05	1	true	GAMG	4.88899740e-03	2.83472570e-04	2	true	smoothSolver	4.37097560e-04	1.50112870e-05	1	true
153             	smoothSolver	8.77991740e-04	3.87962740e-05	1	9.38694120e-04	4.20653010e-05	1	2.33949880e-03	1.02353570e-04	1	false	smoothSolver	2.58732780e-03	9.16255340e-05	1	true	GAMG	4.86716490e-03	2.82595610e-04	2	true	smoothSolver	4.35573050e-04	1.49561070e-05	1	true
154             	smoothSolver	8.73673550e-04	3.85902980e-05	1	9.34122560e-04	4.18882080e-05	1	2.32998720e-03	1.01966320e-04	1	false	smoothSolver	2.57389350e-03	9.10627490e-05	1	true	GAMG	4.84687120e-03	2.81669860e-04	2	true	smoothSolver	4.34091450e-04	1.49085860e-05	1	true
155             	smoothSolver	8.69382080e-04	3.83869910e-05	1	9.29585340e-04	4.17108030e-05	1	2.32046190e-03	1.01576030e-04	1	false	smoothSolver	2.56102840e-03	9.06402000e-05	1	true	GAMG	4.82523940e-03	2.80756410e-04	2	true	smoothSolver	4.32621100e-04	1.48549370e-05	1	true
156             	smoothSolver	8.65112940e-04	3.81867020e-05	1	9.25082770e-04	4.15332140e-05	1	2.31095760e-03	1.01185650e-04	1	false	smoothSolver	2.54783790e-03	9.01434900e-05	1	true	GAMG	4.80224740e-03	2.79683460e-04	2	true	smoothSolver	4.31192810e-04	1.48086560e-05	1	true
157             	smoothSolver	8.60878820e-04	3.79900800e-05	1	9.20614100e-04	4.13555330e-05	1	2.30149210e-03	1.00796290e-04	1	false	smoothSolver	2.53520240e-03	8.96928950e-05	1	true	GAMG	4.77715640e-03	2.78608900e-04	2	true	smoothSolver	4.29731920e-04	1.47557710e-05	1	true
158             	smoothSolver	8.56684330e-04	3.77975670e-05	1	9.16194480e-04	4.11785070e-05	1	2.29206390e-03	1.00409250e-04	1	false	smoothSolver	2.52245930e-03	8.92825440e-05	1	true	GAMG	4.75095780e-03	2.77349930e-04	2	true	smoothSolver	4.28316150e-04	1.47081890e-05	1	true
159             	smoothSolver	8.52586220e-04	3.76101250e-05	1	9.11863700e-04	4.10023720e-05	1	2.28271760e-03	1.00019880e-04	1	false	smoothSolver	2.50991750e-03	8.88081480e-05	1	true	GAMG	4.72452740e-03	2.76117170e-04	2	true	smoothSolver	4.26845970e-04	1.46492510e-05	1	true
160             	smoothSolver	8.48562840e-04	3.74276790e-05	1	9.07612930e-04	4.08271930e-05	1	2.27338170e-03	9.96295410e-05	1	false	smoothSolver	2.49750710e-03	8.83586920e-05	1	true	GAMG	4.69920100e-03	2.74807020e-04	2	true	smoothSolver	4.25400780e-04	1.46044080e-05	1	true
161             	smoothSolver	8.44558790e-04	3.72498580e-05	1	9.03387900e-04	4.06516680e-05	1	2.26405960e-03	9.92375520e-05	1	false	smoothSolver	2.48554280e-03	8.79229660e-05	1	true	GAMG	4.67430000e-03	2.73563950e-04	2	true	smoothSolver	4.23980550e-04	1.45525020e-05	1	true
162             	smoothSolver	8.40576220e-04	3.70765810e-05	1	8.99181000e-04	4.04757510e-05	1	2.25475790e-03	9.88468590e-05	1	false	smoothSolver	2.47327280e-03	8.74993020e-05	1	true	GAMG	4.65270040e-03	2.72863220e-04	2	true	smoothSolver	4.22579120e-04	1.45060550e-05	1	true
163             	smoothSolver	8.36620770e-04	3.69066930e-05	1	8.95003090e-04	4.02997910e-05	1	2.24547140e-03	9.84596270e-05	1	false	smoothSolver	2.46155520e-03	8.70703220e-05	1	true	GAMG	4.62874490e-03	2.71430540e-04	2	true	smoothSolver	4.21179810e-04	1.44517830e-05	1	true
164             	smoothSolver	8.32703330e-04	3.67403050e-05	1	8.90872150e-04	4.01248050e-05	1	2.23628250e-03	9.80726900e-05	1	false	smoothSolver	2.44960240e-03	8.66101420e-05	1	true	GAMG	4.60403820e-03	2.70173640e-04	2	true	smoothSolver	4.19781890e-04	1.44056680e-05	1	true
165             	smoothSolver	8.28861160e-04	3.65780770e-05	1	8.86830240e-04	3.99508200e-05	1	2.22710400e-03	9.76879320e-05	1	false	smoothSolver	2.43801880e-03	8.62196890e-05	1	true	GAMG	4.57756660e-03	2.68956440e-04	2	true	smoothSolver	4.18375770e-04	1.43617430e-05	1	true
